"year","institution","country","key","count","pc"
2015,"University of Auckland","nz","diamond",73,1.72291715836677
2015,"Auckland University of Technology","nz","closed",690,64.7279549718574
2015,"Auckland University of Technology","nz","green",135,12.6641651031895
2015,"Auckland University of Technology","nz","gold",110,10.3189493433396
2015,"Auckland University of Technology","nz","bronze",78,7.31707317073171
2015,"Auckland University of Technology","nz","hybrid",27,2.5328330206379
2015,"Auckland University of Technology","nz","diamond",26,2.4390243902439
2015,"University of Waikato","nz","closed",606,61.2121212121212
2015,"University of Waikato","nz","green",164,16.5656565656566
2015,"University of Waikato","nz","bronze",82,8.28282828282828
2015,"University of Waikato","nz","gold",55,5.55555555555556
2015,"University of Waikato","nz","diamond",53,5.35353535353535
2015,"University of Waikato","nz","hybrid",30,3.03030303030303
2015,"Massey University","nz","closed",1010,64.993564993565
2015,"Massey University","nz","bronze",168,10.8108108108108
2015,"Massey University","nz","green",148,9.52380952380952
2015,"Massey University","nz","gold",143,9.2020592020592
2015,"Massey University","nz","hybrid",59,3.7966537966538
2015,"Massey University","nz","diamond",26,1.67310167310167
